X,Y,Lat,Lng
19298.8426826806,34179.44080348494,1.32538,103.755134
19298.657506880314,28191.36498826045,1.271226,103.755134
26699.624262399386,34179.30650922603,1.32538,103.821634
26699.59655845365,28191.236177500577,1.271226,103.821634
